Age,Working Professional or Student,Dietary Habits,Degree,Have you ever had suicidal thoughts ?,Work/Study Hours,Financial Stress,Job/Study Satisfaction,Work/Academic Pressure,Depression
"[28.5, 39.0)",Working Professional,Unhealthy,ME,Yes,"[6.0, 9.0)",3,3.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,BE,Yes,"[9.0, 12.012)",1,4.0,2.0,No
"[28.5, 39.0)",Student,Moderate,MBA,No,"[9.0, 12.012)",1,4.0,2.0,No
"[39.0, 49.5)",Working Professional,Healthy,MBA,No,"[3.0, 6.0)",5,3.0,4.0,No
"[49.5, 60.042)",Working Professional,Moderate,B.Arch,Yes,"[9.0, 12.012)",1,1.0,4.0,No
"[18.0, 28.5)",Working Professional,Moderate,M.Pharm,No,"[9.0, 12.012)",2,4.0,1.0,No
"[28.5, 39.0)",Working Professional,Unhealthy,MD,No,"[0.0, 3.0)",4,5.0,2.0,No
"[18.0, 28.5)",Student,Unhealthy,Class 12,No,"[9.0, 12.012)",1,4.0,4.0,No
"[39.0, 49.5)",Working Professional,Unhealthy,MSc,Yes,"[9.0, 12.012)",4,4.0,3.0,No
"[39.0, 49.5)",Working Professional,Moderate,M.Pharm,No,"[6.0, 9.0)",3,3.0,1.0,No
"[49.5, 60.042)",Working Professional,Moderate,B.Arch,Yes,"[6.0, 9.0)",3,1.0,1.0,No
"[39.0, 49.5)",Working Professional,Moderate,LLM,No,"[9.0, 12.012)",2,3.0,3.0,No
"[28.5, 39.0)",Working Professional,Unhealthy,B.Pharm,No,"[9.0, 12.012)",2,5.0,2.0,No
"[49.5, 60.042)",Working Professional,Unhealthy,MD,No,"[3.0, 6.0)",2,3.0,2.0,No
"[39.0, 49.5)",Working Professional,Moderate,BHM,Yes,"[9.0, 12.012)",1,4.0,1.0,No
"[18.0, 28.5)",Student,Unhealthy,B.Tech,No,"[6.0, 9.0)",5,5.0,2.0,No
"[28.5, 39.0)",Working Professional,Healthy,MA,Yes,"[0.0, 3.0)",2,2.0,2.0,No
"[49.5, 60.042)",Working Professional,Unhealthy,MSc,No,"[6.0, 9.0)",4,4.0,5.0,No
"[28.5, 39.0)",Working Professional,Healthy,LLB,Yes,"[9.0, 12.012)",4,3.0,2.0,Yes
"[49.5, 60.042)",Working Professional,Unhealthy,B.Tech,No,"[3.0, 6.0)",1,4.0,3.0,No
"[18.0, 28.5)",Working Professional,Healthy,B.Pharm,Yes,"[9.0, 12.012)",1,1.0,2.0,No
"[18.0, 28.5)",Student,Moderate,MA,No,"[9.0, 12.012)",4,5.0,1.0,No
"[49.5, 60.042)",Working Professional,Moderate,B.Ed,No,"[3.0, 6.0)",5,2.0,1.0,No
"[39.0, 49.5)",Working Professional,Moderate,B.Pharm,Yes,"[6.0, 9.0)",5,3.0,3.0,No
"[49.5, 60.042)",Working Professional,Healthy,MA,No,"[3.0, 6.0)",2,3.0,3.0,No
"[49.5, 60.042)",Working Professional,Moderate,B.Pharm,No,"[9.0, 12.012)",2,4.0,5.0,No
"[18.0, 28.5)",Working Professional,Moderate,M.Tech,No,"[0.0, 3.0)",3,3.0,3.0,No
"[39.0, 49.5)",Working Professional,Moderate,MCA,Yes,"[0.0, 3.0)",1,4.0,1.0,No
"[49.5, 60.042)",Working Professional,Healthy,MCA,Yes,"[9.0, 12.012)",3,4.0,5.0,No
"[18.0, 28.5)",Working Professional,Healthy,BHM,No,"[9.0, 12.012)",4,2.0,5.0,No
"[28.5, 39.0)",Student,Moderate,M.Ed,Yes,"[3.0, 6.0)",1,1.0,3.0,Yes
"[39.0, 49.5)",Working Professional,Moderate,B.Ed,Yes,"[0.0, 3.0)",4,4.0,3.0,No
"[49.5, 60.042)",Working Professional,Moderate,BBA,No,"[9.0, 12.012)",4,5.0,3.0,No
"[18.0, 28.5)",Working Professional,Unhealthy,BA,No,"[9.0, 12.012)",5,4.0,5.0,Yes
"[49.5, 60.042)",Working Professional,Healthy,B.Pharm,Yes,"[9.0, 12.012)",2,2.0,3.0,No
"[49.5, 60.042)",Working Professional,Healthy,MBBS,Yes,"[6.0, 9.0)",5,4.0,2.0,No
"[18.0, 28.5)",Student,Unhealthy,Class 12,Yes,"[3.0, 6.0)",4,2.0,4.0,Yes
"[49.5, 60.042)",Working Professional,Healthy,BHM,Yes,"[9.0, 12.012)",4,3.0,4.0,No
"[39.0, 49.5)",Working Professional,Unhealthy,BA,No,"[9.0, 12.012)",5,2.0,1.0,No
"[18.0, 28.5)",Student,Unhealthy,BHM,Yes,"[0.0, 3.0)",1,2.0,2.0,No
"[39.0, 49.5)",Working Professional,Unhealthy,M.Pharm,No,"[3.0, 6.0)",1,2.0,3.0,No
"[28.5, 39.0)",Working Professional,Healthy,MHM,No,"[9.0, 12.012)",5,1.0,5.0,No
"[49.5, 60.042)",Working Professional,Unhealthy,MHM,Yes,"[0.0, 3.0)",3,3.0,2.0,No
"[49.5, 60.042)",Working Professional,Healthy,B.Arch,Yes,"[0.0, 3.0)",4,5.0,5.0,No
"[28.5, 39.0)",Student,Moderate,MSc,Yes,"[6.0, 9.0)",2,3.0,5.0,Yes
"[39.0, 49.5)",Working Professional,Unhealthy,B.Arch,No,"[9.0, 12.012)",3,2.0,3.0,No
"[28.5, 39.0)",Working Professional,Unhealthy,MD,No,"[9.0, 12.012)",1,2.0,2.0,No
"[49.5, 60.042)",Working Professional,Unhealthy,BHM,Yes,"[6.0, 9.0)",4,3.0,4.0,No
"[28.5, 39.0)",Student,Moderate,BCA,No,"[0.0, 3.0)",1,2.0,4.0,No
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,Yes,"[3.0, 6.0)",4,5.0,2.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,Class 12,No,"[3.0, 6.0)",1,5.0,3.0,No
"[28.5, 39.0)",Working Professional,Unhealthy,MBBS,Yes,"[0.0, 3.0)",3,4.0,5.0,No
"[28.5, 39.0)",Student,Unhealthy,B.Pharm,Yes,"[6.0, 9.0)",2,4.0,4.0,Yes
"[28.5, 39.0)",Working Professional,Healthy,M.Ed,No,"[9.0, 12.012)",3,5.0,2.0,No
"[28.5, 39.0)",Working Professional,Unhealthy,PhD,No,"[9.0, 12.012)",5,3.0,4.0,No
"[49.5, 60.042)",Working Professional,Unhealthy,PhD,No,"[3.0, 6.0)",2,2.0,5.0,No
"[28.5, 39.0)",Working Professional,Moderate,BBA,Yes,"[6.0, 9.0)",2,2.0,1.0,No
"[49.5, 60.042)",Working Professional,Unhealthy,M.Tech,Yes,"[0.0, 3.0)",1,1.0,2.0,No
"[18.0, 28.5)",Student,Moderate,M.Tech,Yes,"[3.0, 6.0)",2,3.0,1.0,No
"[49.5, 60.042)",Working Professional,Unhealthy,M.Com,No,"[3.0, 6.0)",1,2.0,3.0,No
"[39.0, 49.5)",Working Professional,Unhealthy,M.Pharm,Yes,"[9.0, 12.012)",1,2.0,4.0,No
"[39.0, 49.5)",Working Professional,Healthy,BE,No,"[0.0, 3.0)",2,2.0,5.0,No
"[39.0, 49.5)",Working Professional,Unhealthy,PhD,Yes,"[6.0, 9.0)",3,5.0,3.0,No
"[39.0, 49.5)",Working Professional,Moderate,ME,No,"[0.0, 3.0)",2,3.0,3.0,No
"[49.5, 60.042)",Working Professional,Healthy,LLB,Yes,"[9.0, 12.012)",2,2.0,4.0,No
"[49.5, 60.042)",Working Professional,Moderate,MBBS,No,"[0.0, 3.0)",4,3.0,3.0,No
"[18.0, 28.5)",Student,Moderate,Class 12,Yes,"[3.0, 6.0)",4,4.0,2.0,Yes
"[49.5, 60.042)",Working Professional,Healthy,BBA,No,"[3.0, 6.0)",5,4.0,1.0,No
"[49.5, 60.042)",Working Professional,Healthy,MSc,Yes,"[6.0, 9.0)",5,1.0,4.0,No
"[28.5, 39.0)",Student,Healthy,MA,No,"[9.0, 12.012)",1,5.0,2.0,No
"[28.5, 39.0)",Working Professional,Healthy,LLM,Yes,"[0.0, 3.0)",3,1.0,1.0,No
"[18.0, 28.5)",Student,Healthy,Class 12,No,"[6.0, 9.0)",5,5.0,1.0,No
"[49.5, 60.042)",Working Professional,Moderate,MSc,No,"[9.0, 12.012)",4,3.0,1.0,No
"[28.5, 39.0)",Working Professional,Unhealthy,BA,Yes,"[6.0, 9.0)",5,5.0,5.0,Yes
"[39.0, 49.5)",Working Professional,Healthy,BBA,No,"[0.0, 3.0)",2,2.0,3.0,No
"[28.5, 39.0)",Working Professional,Unhealthy,M.Com,Yes,"[0.0, 3.0)",3,3.0,4.0,No
"[39.0, 49.5)",Working Professional,Healthy,BSc,Yes,"[9.0, 12.012)",3,4.0,1.0,No
"[39.0, 49.5)",Working Professional,Healthy,PhD,No,"[3.0, 6.0)",5,2.0,3.0,No
"[39.0, 49.5)",Working Professional,Unhealthy,M.Com,No,"[6.0, 9.0)",5,5.0,3.0,No
"[28.5, 39.0)",Student,Moderate,B.Ed,Yes,"[3.0, 6.0)",2,1.0,2.0,Yes
"[49.5, 60.042)",Working Professional,Healthy,ME,No,"[3.0, 6.0)",5,5.0,1.0,No
"[28.5, 39.0)",Working Professional,Unhealthy,ME,No,"[9.0, 12.012)",3,5.0,5.0,No
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,Yes,"[0.0, 3.0)",4,4.0,1.0,No
"[28.5, 39.0)",Working Professional,Moderate,BSc,Yes,"[9.0, 12.012)",2,4.0,2.0,No
"[18.0, 28.5)",Student,Unhealthy,BHM,No,"[9.0, 12.012)",1,3.0,3.0,No
"[18.0, 28.5)",Student,Healthy,BBA,Yes,"[6.0, 9.0)",3,3.0,2.0,Yes
"[39.0, 49.5)",Working Professional,Moderate,BSc,No,"[6.0, 9.0)",1,2.0,5.0,No
"[49.5, 60.042)",Working Professional,Moderate,B.Ed,Yes,"[3.0, 6.0)",3,1.0,1.0,No
"[18.0, 28.5)",Working Professional,Unhealthy,M.Tech,No,"[0.0, 3.0)",1,4.0,3.0,No
"[28.5, 39.0)",Student,Moderate,MBA,No,"[6.0, 9.0)",2,1.0,4.0,No
"[39.0, 49.5)",Working Professional,Healthy,M.Ed,No,"[9.0, 12.012)",2,1.0,3.0,No
"[49.5, 60.042)",Working Professional,Unhealthy,M.Ed,Yes,"[0.0, 3.0)",5,1.0,5.0,No
"[49.5, 60.042)",Working Professional,Moderate,M.Pharm,Yes,"[9.0, 12.012)",5,3.0,4.0,No
"[39.0, 49.5)",Working Professional,Healthy,M.Ed,Yes,"[6.0, 9.0)",5,5.0,3.0,No
"[28.5, 39.0)",Working Professional,Healthy,LLB,No,"[9.0, 12.012)",3,3.0,3.0,No
"[18.0, 28.5)",Working Professional,Unhealthy,B.Tech,Yes,"[9.0, 12.012)",5,3.0,3.0,Yes
"[39.0, 49.5)",Working Professional,Moderate,B.Ed,Yes,"[3.0, 6.0)",4,1.0,1.0,No
"[39.0, 49.5)",Working Professional,Healthy,B.Com,No,"[6.0, 9.0)",4,5.0,4.0,No
"[49.5, 60.042)",Working Professional,Healthy,M.Pharm,No,"[6.0, 9.0)",5,3.0,3.0,No
"[39.0, 49.5)",Working Professional,Moderate,LLM,No,"[0.0, 3.0)",5,4.0,4.0,No
"[39.0, 49.5)",Working Professional,Unhealthy,MD,No,"[6.0, 9.0)",1,3.0,5.0,No
"[39.0, 49.5)",Working Professional,Unhealthy,B.Arch,Yes,"[9.0, 12.012)",5,3.0,2.0,No
"[39.0, 49.5)",Working Professional,Unhealthy,M.Pharm,No,"[6.0, 9.0)",5,1.0,1.0,No
"[49.5, 60.042)",Working Professional,Healthy,M.Pharm,Yes,"[9.0, 12.012)",1,2.0,2.0,No
"[49.5, 60.042)",Working Professional,Moderate,M.Tech,No,"[3.0, 6.0)",2,3.0,5.0,No
"[28.5, 39.0)",Working Professional,Unhealthy,LLM,Yes,"[0.0, 3.0)",4,3.0,4.0,No
"[28.5, 39.0)",Working Professional,Unhealthy,PhD,No,"[9.0, 12.012)",5,4.0,1.0,No
"[39.0, 49.5)",Working Professional,Moderate,BBA,Yes,"[0.0, 3.0)",4,4.0,2.0,No
"[18.0, 28.5)",Working Professional,Moderate,Class 12,Yes,"[9.0, 12.012)",4,3.0,1.0,Yes
"[49.5, 60.042)",Working Professional,Moderate,BBA,No,"[3.0, 6.0)",4,4.0,3.0,No
"[49.5, 60.042)",Working Professional,Healthy,M.Ed,No,"[0.0, 3.0)",2,4.0,5.0,No
"[28.5, 39.0)",Working Professional,Healthy,B.Ed,No,"[9.0, 12.012)",4,1.0,3.0,No
"[39.0, 49.5)",Working Professional,Healthy,Class 12,No,"[0.0, 3.0)",5,4.0,4.0,No
"[28.5, 39.0)",Working Professional,Moderate,BBA,Yes,"[3.0, 6.0)",2,1.0,4.0,Yes
"[39.0, 49.5)",Working Professional,Unhealthy,M.Pharm,No,"[9.0, 12.012)",4,4.0,5.0,No
"[49.5, 60.042)",Working Professional,Moderate,Class 12,No,"[0.0, 3.0)",5,2.0,3.0,No
"[18.0, 28.5)",Student,Healthy,B.Arch,Yes,"[3.0, 6.0)",1,5.0,3.0,No
"[49.5, 60.042)",Working Professional,Healthy,B.Ed,Yes,"[9.0, 12.012)",4,1.0,4.0,No
"[18.0, 28.5)",Student,Unhealthy,MSc,Yes,"[0.0, 3.0)",2,2.0,4.0,Yes
"[49.5, 60.042)",Working Professional,Unhealthy,B.Arch,Yes,"[6.0, 9.0)",5,3.0,5.0,No
"[39.0, 49.5)",Working Professional,Moderate,M.Com,No,"[9.0, 12.012)",4,4.0,4.0,No
"[49.5, 60.042)",Working Professional,Moderate,ME,Yes,"[6.0, 9.0)",4,2.0,4.0,No
"[49.5, 60.042)",Working Professional,Unhealthy,MSc,No,"[6.0, 9.0)",2,2.0,3.0,No
"[18.0, 28.5)",Student,Unhealthy,BCA,Yes,"[6.0, 9.0)",2,1.0,1.0,No
"[18.0, 28.5)",Working Professional,Moderate,Class 12,Yes,"[0.0, 3.0)",2,2.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,B.Com,No,"[9.0, 12.012)",2,1.0,3.0,No
"[39.0, 49.5)",Working Professional,Unhealthy,BSc,Yes,"[3.0, 6.0)",2,3.0,3.0,No
"[49.5, 60.042)",Working Professional,Unhealthy,BBA,No,"[9.0, 12.012)",4,5.0,3.0,No
"[49.5, 60.042)",Working Professional,Unhealthy,B.Pharm,Yes,"[3.0, 6.0)",1,4.0,5.0,No
"[39.0, 49.5)",Working Professional,Unhealthy,BE,No,"[3.0, 6.0)",4,5.0,4.0,No
"[39.0, 49.5)",Working Professional,Unhealthy,MHM,No,"[9.0, 12.012)",2,5.0,5.0,No
"[49.5, 60.042)",Working Professional,Moderate,LLB,Yes,"[6.0, 9.0)",5,2.0,2.0,No
"[18.0, 28.5)",Student,Unhealthy,MCA,Yes,"[9.0, 12.012)",5,4.0,3.0,Yes
"[28.5, 39.0)",Working Professional,Healthy,MBBS,No,"[6.0, 9.0)",3,5.0,1.0,No
"[49.5, 60.042)",Working Professional,Moderate,BE,No,"[3.0, 6.0)",3,1.0,1.0,No
"[39.0, 49.5)",Working Professional,Moderate,BA,Yes,"[0.0, 3.0)",2,2.0,3.0,No
"[49.5, 60.042)",Working Professional,Healthy,BCA,Yes,"[6.0, 9.0)",1,4.0,2.0,No
"[49.5, 60.042)",Working Professional,Moderate,LLB,Yes,"[6.0, 9.0)",4,3.0,4.0,No
"[28.5, 39.0)",Student,Healthy,MBBS,No,"[6.0, 9.0)",2,2.0,3.0,No
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,No,"[6.0, 9.0)",4,2.0,1.0,No
"[18.0, 28.5)",Working Professional,Moderate,M.Ed,No,"[9.0, 12.012)",3,2.0,2.0,No
"[39.0, 49.5)",Working Professional,Moderate,MSc,No,"[0.0, 3.0)",2,3.0,5.0,No
"[49.5, 60.042)",Working Professional,Healthy,M.Pharm,Yes,"[9.0, 12.012)",2,1.0,2.0,No
"[28.5, 39.0)",Student,Unhealthy,B.Tech,No,"[9.0, 12.012)",1,3.0,1.0,No
"[49.5, 60.042)",Working Professional,Healthy,MHM,No,"[9.0, 12.012)",3,5.0,2.0,No
"[49.5, 60.042)",Working Professional,Unhealthy,ME,Yes,"[0.0, 3.0)",5,4.0,4.0,No
"[28.5, 39.0)",Working Professional,Moderate,M.Ed,No,"[3.0, 6.0)",1,4.0,3.0,No
"[49.5, 60.042)",Working Professional,Healthy,LLM,Yes,"[3.0, 6.0)",1,2.0,4.0,No
"[49.5, 60.042)",Working Professional,Unhealthy,B.Com,Yes,"[6.0, 9.0)",5,1.0,1.0,No
"[28.5, 39.0)",Student,Healthy,MCA,No,"[0.0, 3.0)",2,4.0,4.0,No
"[28.5, 39.0)",Working Professional,Unhealthy,Class 12,Yes,"[0.0, 3.0)",4,5.0,3.0,No
"[49.5, 60.042)",Working Professional,Moderate,B.Com,No,"[6.0, 9.0)",1,5.0,3.0,No
"[18.0, 28.5)",Student,Moderate,BBA,Yes,"[9.0, 12.012)",2,4.0,3.0,Yes
"[39.0, 49.5)",Working Professional,Healthy,MBA,No,"[0.0, 3.0)",5,4.0,5.0,No
"[28.5, 39.0)",Working Professional,Unhealthy,BHM,Yes,"[0.0, 3.0)",3,4.0,4.0,No
"[39.0, 49.5)",Working Professional,Healthy,ME,Yes,"[9.0, 12.012)",1,5.0,3.0,No
"[18.0, 28.5)",Student,Moderate,MBBS,No,"[6.0, 9.0)",4,3.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,Yes,"[9.0, 12.012)",4,3.0,1.0,Yes
"[28.5, 39.0)",Working Professional,Healthy,B.Pharm,No,"[0.0, 3.0)",4,1.0,5.0,No
"[39.0, 49.5)",Working Professional,Moderate,MD,Yes,"[6.0, 9.0)",1,4.0,5.0,No
"[39.0, 49.5)",Working Professional,Moderate,LLB,Yes,"[9.0, 12.012)",3,3.0,1.0,No
"[18.0, 28.5)",Student,Unhealthy,Class 12,Yes,"[3.0, 6.0)",1,2.0,3.0,Yes
"[39.0, 49.5)",Working Professional,Unhealthy,BHM,No,"[6.0, 9.0)",5,2.0,3.0,No
"[18.0, 28.5)",Working Professional,Unhealthy,BBA,No,"[6.0, 9.0)",4,3.0,1.0,No
"[28.5, 39.0)",Student,Unhealthy,MCA,No,"[6.0, 9.0)",3,2.0,1.0,No
"[28.5, 39.0)",Working Professional,Unhealthy,B.Tech,No,"[9.0, 12.012)",3,1.0,5.0,Yes
"[28.5, 39.0)",Working Professional,Unhealthy,MHM,Yes,"[9.0, 12.012)",5,2.0,1.0,No
"[49.5, 60.042)",Working Professional,Moderate,B.Arch,Yes,"[9.0, 12.012)",5,1.0,5.0,Yes
"[49.5, 60.042)",Working Professional,Healthy,MBA,No,"[3.0, 6.0)",1,5.0,5.0,No
"[18.0, 28.5)",Student,Moderate,BCA,Yes,"[6.0, 9.0)",4,3.0,3.0,Yes
"[39.0, 49.5)",Working Professional,Healthy,BHM,No,"[0.0, 3.0)",2,4.0,5.0,No
"[39.0, 49.5)",Working Professional,Unhealthy,MD,Yes,"[6.0, 9.0)",2,3.0,2.0,No
"[49.5, 60.042)",Working Professional,Moderate,ME,Yes,"[3.0, 6.0)",5,3.0,2.0,No
"[18.0, 28.5)",Working Professional,Moderate,Class 12,Yes,"[9.0, 12.012)",1,5.0,5.0,Yes
"[28.5, 39.0)",Working Professional,Unhealthy,B.Ed,Yes,"[0.0, 3.0)",3,4.0,4.0,No
"[49.5, 60.042)",Working Professional,Moderate,ME,Yes,"[3.0, 6.0)",3,3.0,2.0,No
"[18.0, 28.5)",Working Professional,Healthy,MBA,Yes,"[6.0, 9.0)",4,2.0,4.0,Yes
"[39.0, 49.5)",Working Professional,Healthy,MCA,No,"[3.0, 6.0)",2,5.0,2.0,No
"[39.0, 49.5)",Working Professional,Healthy,M.Com,No,"[9.0, 12.012)",2,4.0,3.0,No
"[39.0, 49.5)",Working Professional,Moderate,BE,No,"[3.0, 6.0)",4,2.0,3.0,No
"[18.0, 28.5)",Student,Healthy,MCA,No,"[3.0, 6.0)",5,2.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Moderate,Class 12,No,"[3.0, 6.0)",2,4.0,5.0,No
"[49.5, 60.042)",Working Professional,Healthy,BBA,No,"[6.0, 9.0)",2,3.0,4.0,No
"[28.5, 39.0)",Student,Moderate,M.Tech,Yes,"[9.0, 12.012)",3,4.0,2.0,Yes
"[49.5, 60.042)",Working Professional,Moderate,ME,No,"[3.0, 6.0)",2,3.0,4.0,No
"[39.0, 49.5)",Working Professional,Unhealthy,B.Com,No,"[3.0, 6.0)",3,5.0,1.0,No
"[28.5, 39.0)",Working Professional,Healthy,BSc,No,"[0.0, 3.0)",4,1.0,5.0,No
"[28.5, 39.0)",Student,Unhealthy,B.Tech,Yes,"[0.0, 3.0)",4,2.0,3.0,Yes
"[28.5, 39.0)",Working Professional,Healthy,MBA,Yes,"[0.0, 3.0)",1,1.0,5.0,Yes
"[28.5, 39.0)",Working Professional,Unhealthy,B.Pharm,No,"[3.0, 6.0)",4,4.0,5.0,No
"[49.5, 60.042)",Working Professional,Unhealthy,PhD,Yes,"[9.0, 12.012)",2,4.0,1.0,No
"[18.0, 28.5)",Working Professional,Unhealthy,B.Com,No,"[9.0, 12.012)",1,1.0,5.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,Yes,"[9.0, 12.012)",3,4.0,3.0,Yes
"[49.5, 60.042)",Working Professional,Moderate,PhD,No,"[0.0, 3.0)",5,4.0,4.0,No
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,Yes,"[9.0, 12.012)",4,5.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,BCA,No,"[6.0, 9.0)",3,2.0,2.0,No
"[28.5, 39.0)",Working Professional,Moderate,MBBS,Yes,"[9.0, 12.012)",1,4.0,3.0,No
"[28.5, 39.0)",Student,Healthy,MBBS,Yes,"[3.0, 6.0)",3,3.0,5.0,Yes
"[18.0, 28.5)",Student,Healthy,Class 12,No,"[9.0, 12.012)",2,4.0,2.0,No
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,No,"[9.0, 12.012)",3,1.0,1.0,Yes
"[18.0, 28.5)",Working Professional,Moderate,LLB,Yes,"[6.0, 9.0)",2,3.0,3.0,Yes
"[28.5, 39.0)",Student,Healthy,B.Tech,No,"[9.0, 12.012)",1,4.0,1.0,No
"[49.5, 60.042)",Working Professional,Healthy,B.Arch,No,"[0.0, 3.0)",1,3.0,2.0,No
"[18.0, 28.5)",Working Professional,Healthy,B.Com,Yes,"[0.0, 3.0)",2,4.0,5.0,No
"[18.0, 28.5)",Working Professional,Healthy,M.Pharm,Yes,"[6.0, 9.0)",5,2.0,1.0,Yes
"[18.0, 28.5)",Working Professional,Moderate,B.Ed,No,"[6.0, 9.0)",3,1.0,2.0,No
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,No,"[6.0, 9.0)",3,3.0,1.0,No
"[49.5, 60.042)",Working Professional,Moderate,B.Pharm,No,"[3.0, 6.0)",1,5.0,2.0,No
"[18.0, 28.5)",Student,Unhealthy,BSc,Yes,"[3.0, 6.0)",4,2.0,3.0,Yes
"[39.0, 49.5)",Working Professional,Healthy,B.Arch,No,"[0.0, 3.0)",5,4.0,2.0,No
"[49.5, 60.042)",Working Professional,Unhealthy,BBA,No,"[3.0, 6.0)",4,3.0,4.0,No
"[28.5, 39.0)",Working Professional,Healthy,M.Ed,No,"[6.0, 9.0)",3,3.0,4.0,No
"[28.5, 39.0)",Student,Moderate,MCA,Yes,"[6.0, 9.0)",5,4.0,4.0,Yes
"[49.5, 60.042)",Working Professional,Moderate,LLM,No,"[6.0, 9.0)",2,3.0,3.0,No
"[18.0, 28.5)",Student,Unhealthy,M.Tech,No,"[6.0, 9.0)",5,4.0,1.0,No
"[18.0, 28.5)",Working Professional,Healthy,B.Ed,Yes,"[3.0, 6.0)",2,4.0,1.0,No
"[28.5, 39.0)",Working Professional,Unhealthy,BSc,Yes,"[0.0, 3.0)",3,2.0,3.0,No
"[39.0, 49.5)",Working Professional,Moderate,BSc,No,"[6.0, 9.0)",2,2.0,2.0,No
"[18.0, 28.5)",Working Professional,Moderate,M.Tech,No,"[6.0, 9.0)",5,4.0,5.0,No
"[39.0, 49.5)",Working Professional,Healthy,MCA,No,"[9.0, 12.012)",4,4.0,1.0,No
"[18.0, 28.5)",Student,Healthy,B.Tech,No,"[6.0, 9.0)",4,1.0,4.0,Yes
"[49.5, 60.042)",Working Professional,Healthy,LLM,No,"[3.0, 6.0)",2,5.0,4.0,No
"[49.5, 60.042)",Working Professional,Moderate,B.Tech,No,"[9.0, 12.012)",3,2.0,5.0,No
"[39.0, 49.5)",Working Professional,Healthy,BE,No,"[0.0, 3.0)",2,3.0,2.0,No
"[39.0, 49.5)",Working Professional,Unhealthy,B.Pharm,Yes,"[9.0, 12.012)",4,1.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,Class 12,Yes,"[9.0, 12.012)",3,3.0,1.0,Yes
"[49.5, 60.042)",Working Professional,Moderate,B.Ed,No,"[3.0, 6.0)",4,5.0,1.0,No
"[18.0, 28.5)",Working Professional,Moderate,B.Ed,No,"[6.0, 9.0)",1,4.0,5.0,No
"[18.0, 28.5)",Working Professional,Moderate,MBBS,Yes,"[9.0, 12.012)",2,2.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,Class 12,No,"[0.0, 3.0)",3,5.0,4.0,No
"[49.5, 60.042)",Working Professional,Healthy,MBA,Yes,"[3.0, 6.0)",4,5.0,2.0,No
"[39.0, 49.5)",Working Professional,Unhealthy,Class 12,Yes,"[3.0, 6.0)",1,2.0,2.0,No
"[28.5, 39.0)",Working Professional,Healthy,B.Ed,Yes,"[9.0, 12.012)",1,2.0,4.0,Yes
"[39.0, 49.5)",Working Professional,Unhealthy,ME,No,"[0.0, 3.0)",4,2.0,2.0,No
"[49.5, 60.042)",Working Professional,Unhealthy,M.Tech,Yes,"[9.0, 12.012)",5,2.0,2.0,No
"[49.5, 60.042)",Working Professional,Unhealthy,BSc,Yes,"[6.0, 9.0)",1,3.0,4.0,No
"[18.0, 28.5)",Working Professional,Healthy,B.Ed,No,"[9.0, 12.012)",1,3.0,1.0,No
"[18.0, 28.5)",Student,Moderate,MA,No,"[9.0, 12.012)",3,3.0,3.0,No
"[39.0, 49.5)",Working Professional,Moderate,Class 12,No,"[0.0, 3.0)",1,1.0,3.0,No
"[39.0, 49.5)",Working Professional,Healthy,PhD,Yes,"[0.0, 3.0)",4,3.0,1.0,No
"[49.5, 60.042)",Working Professional,Unhealthy,BA,No,"[9.0, 12.012)",2,1.0,4.0,No
"[39.0, 49.5)",Working Professional,Moderate,BE,No,"[3.0, 6.0)",3,2.0,1.0,No
"[18.0, 28.5)",Working Professional,Healthy,MBA,Yes,"[3.0, 6.0)",3,5.0,5.0,No
"[18.0, 28.5)",Student,Unhealthy,M.Ed,No,"[3.0, 6.0)",5,2.0,5.0,Yes
"[39.0, 49.5)",Working Professional,Healthy,B.Tech,Yes,"[9.0, 12.012)",4,3.0,2.0,No
"[49.5, 60.042)",Working Professional,Healthy,B.Tech,No,"[9.0, 12.012)",5,1.0,2.0,No
"[28.5, 39.0)",Student,Unhealthy,LLB,Yes,"[0.0, 3.0)",2,4.0,1.0,No
"[49.5, 60.042)",Working Professional,Healthy,Class 12,No,"[9.0, 12.012)",1,3.0,3.0,No
"[39.0, 49.5)",Working Professional,Healthy,LLB,Yes,"[3.0, 6.0)",2,2.0,3.0,No
"[49.5, 60.042)",Working Professional,Unhealthy,ME,No,"[0.0, 3.0)",1,4.0,5.0,No
"[18.0, 28.5)",Working Professional,Healthy,BCA,No,"[0.0, 3.0)",4,1.0,2.0,No
"[49.5, 60.042)",Working Professional,Healthy,MCA,No,"[9.0, 12.012)",4,2.0,2.0,No
